"customerid","age","gender","tenure","usage_frequency","support_calls","payment_delay","subscription_type","contract_length","total_spend","last_interaction","churn","risk_score"
"41714.0",26,"Male",30,20,10,7,"Premium","Monthly","846.00",26,1,3
"41721.0",64,"Male",44,6,2,29,"Basic","Annual","923.00",26,1,3
"41723.0",36,"Female",12,24,6,26,"Standard","Monthly","127.00",8,1,3
"41724.0",61,"Male",22,15,7,16,"Basic","Annual","200.00",29,1,3
"41727.0",20,"Female",3,24,4,25,"Standard","Monthly","158.00",20,1,3
"41728.0",48,"Female",14,10,4,29,"Standard","Annual","567.00",17,1,3
"41730.0",31,"Male",53,9,5,13,"Premium","Monthly","884.00",15,1,3
"41732.0",56,"Female",56,9,6,29,"Standard","Quarterly","817.00",10,1,3
"41737.0",60,"Female",38,18,0,30,"Premium","Monthly","704.00",28,1,3
"41742.0",39,"Male",32,17,2,28,"Standard","Monthly","925.00",22,1,3
"41745.0",28,"Female",16,8,3,15,"Basic","Monthly","807.00",14,1,3
"41750.0",37,"Female",19,17,6,22,"Standard","Monthly","275.00",13,1,3
"41758.0",33,"Female",5,3,3,28,"Standard","Quarterly","190.00",29,1,3
"41759.0",58,"Female",47,16,5,5,"Basic","Monthly","983.00",16,1,3
"41763.0",60,"Female",16,2,2,28,"Basic","Quarterly","975.00",26,1,3
"41764.0",64,"Male",52,16,5,21,"Standard","Annual","496.00",16,1,3
"41767.0",55,"Female",37,6,10,30,"Basic","Annual","851.00",7,1,3
"41771.0",58,"Female",41,1,5,3,"Premium","Annual","439.00",22,1,3
"41773.0",52,"Female",55,25,9,26,"Standard","Monthly","225.00",2,1,3
"41776.0",19,"Male",56,26,5,20,"Standard","Monthly","210.00",2,1,3
"41778.0",32,"Male",4,7,4,23,"Basic","Monthly","270.00",2,1,3
"41782.0",26,"Female",22,8,9,22,"Basic","Annual","820.00",5,1,3
"41783.0",26,"Male",60,1,8,28,"Premium","Annual","533.00",13,1,3
"41784.0",50,"Male",9,6,8,6,"Basic","Quarterly","565.00",22,1,3
"41789.0",19,"Male",42,11,7,22,"Premium","Monthly","192.00",10,1,3
"41790.0",42,"Female",54,7,5,15,"Standard","Annual","496.00",9,1,3
"41791.0",46,"Male",16,6,7,10,"Basic","Quarterly","494.00",22,1,3
"41800.0",61,"Female",52,3,8,13,"Basic","Quarterly","958.00",17,1,3
"41803.0",36,"Male",32,25,6,26,"Standard","Quarterly","541.00",22,1,3
"41805.0",62,"Female",3,5,7,9,"Premium","Quarterly","708.00",17,1,3
"41809.0",25,"Male",2,24,10,18,"Standard","Annual","940.00",28,1,3
"41820.0",36,"Male",21,1,0,15,"Basic","Monthly","281.00",6,1,3
"41821.0",24,"Female",50,4,5,15,"Standard","Quarterly","185.00",15,1,3
"41823.0",32,"Male",9,19,6,1,"Standard","Monthly","474.00",25,1,3
"41826.0",25,"Male",15,4,1,28,"Standard","Quarterly","363.00",24,1,3
"41828.0",21,"Female",33,17,4,26,"Premium","Monthly","677.00",29,1,3
"41829.0",42,"Female",31,2,8,7,"Standard","Annual","557.00",25,1,3
"41831.0",24,"Female",16,2,3,26,"Basic","Annual","259.00",24,1,3
"41832.0",27,"Female",31,25,5,16,"Basic","Annual","494.00",27,1,3
"41842.0",44,"Female",46,6,3,26,"Standard","Monthly","972.00",3,1,3
"41843.0",60,"Male",40,10,0,19,"Standard","Annual","586.00",23,1,3
"41848.0",45,"Female",35,28,6,20,"Basic","Quarterly","363.00",29,1,3
"41854.0",31,"Female",9,16,7,11,"Basic","Monthly","747.00",28,1,3
"41855.0",50,"Male",51,6,1,15,"Basic","Quarterly","133.00",28,1,3
"41856.0",45,"Female",25,17,9,21,"Standard","Annual","136.00",27,1,3
"41860.0",40,"Male",48,2,2,16,"Basic","Monthly","861.00",13,1,3
"41861.0",50,"Male",36,16,9,1,"Standard","Monthly","297.00",24,1,3
"41863.0",58,"Male",22,15,8,3,"Premium","Monthly","798.00",29,1,3
"41866.0",21,"Male",23,6,8,2,"Basic","Annual","331.00",22,1,3
"41873.0",58,"Male",24,30,9,23,"Basic","Monthly","180.00",5,1,3
"41874.0",22,"Male",2,4,0,27,"Standard","Annual","874.00",23,1,3
"41878.0",21,"Female",51,9,7,30,"Premium","Quarterly","603.00",10,1,3
"41880.0",61,"Female",18,10,2,17,"Premium","Annual","725.00",29,1,3
"41885.0",60,"Female",29,5,6,26,"Standard","Annual","937.00",15,1,3
"41886.0",58,"Male",22,15,8,30,"Premium","Monthly","589.00",6,1,3
"41888.0",34,"Female",5,9,3,17,"Basic","Quarterly","277.00",20,1,3
"41892.0",21,"Female",42,4,2,29,"Premium","Monthly","989.00",6,1,3
"41899.0",46,"Female",57,19,9,22,"Standard","Annual","224.00",16,1,3
"41902.0",61,"Male",24,8,8,3,"Premium","Monthly","983.00",7,1,3
"41904.0",29,"Male",14,15,8,2,"Basic","Monthly","617.00",20,1,3
"41906.0",39,"Male",50,1,8,10,"Basic","Annual","256.00",27,1,3
"41907.0",51,"Male",24,16,8,30,"Standard","Quarterly","265.00",28,1,3
"41911.0",50,"Male",50,5,4,29,"Standard","Quarterly","617.00",27,1,3
"41915.0",48,"Male",32,12,8,18,"Basic","Monthly","110.00",7,1,3
"41924.0",62,"Female",37,30,6,22,"Premium","Monthly","552.00",8,1,3
"41928.0",40,"Male",15,14,7,1,"Basic","Monthly","615.00",29,1,3
"41935.0",42,"Female",2,16,10,21,"Standard","Quarterly","902.00",16,1,3
"41942.0",41,"Female",43,10,5,16,"Premium","Annual","438.00",9,1,3
"41959.0",59,"Female",28,30,7,17,"Premium","Annual","171.00",26,1,3
"41967.0",24,"Female",58,7,10,18,"Standard","Quarterly","528.00",12,1,3
"41973.0",52,"Female",48,16,8,10,"Standard","Monthly","851.00",28,1,3
"41980.0",31,"Male",7,20,4,19,"Basic","Monthly","583.00",18,1,3
"41982.0",31,"Male",4,2,5,12,"Premium","Annual","599.00",18,1,3
"41983.0",44,"Male",19,11,9,8,"Basic","Monthly","403.00",28,1,3
"41984.0",30,"Male",2,19,9,15,"Standard","Quarterly","244.00",16,1,3
"41985.0",64,"Female",41,18,10,21,"Basic","Monthly","448.00",11,1,3
"41990.0",36,"Male",34,18,6,3,"Premium","Monthly","365.00",30,1,3
"41994.0",22,"Female",39,10,2,19,"Standard","Monthly","482.00",14,1,3
"41998.0",50,"Male",45,6,7,16,"Basic","Annual","685.00",13,1,3
"42002.0",40,"Male",47,26,6,18,"Standard","Quarterly","169.00",16,1,3
"42004.0",64,"Female",23,20,6,25,"Premium","Annual","988.00",26,1,3
"42005.0",28,"Male",34,1,5,8,"Basic","Monthly","135.00",4,1,3
"42007.0",29,"Female",54,2,10,28,"Basic","Quarterly","532.00",1,1,3
"42010.0",42,"Female",47,8,8,22,"Premium","Annual","849.00",2,1,3
"42013.0",38,"Male",25,7,5,21,"Basic","Annual","590.00",12,1,3
"42023.0",52,"Female",6,3,3,30,"Premium","Monthly","816.00",14,1,3
"42024.0",24,"Male",33,5,1,21,"Premium","Annual","295.00",17,1,3
"42028.0",61,"Male",10,7,10,28,"Standard","Annual","425.00",9,1,3
"42030.0",38,"Female",14,4,6,28,"Standard","Quarterly","887.00",4,1,3
"42032.0",35,"Male",55,10,0,30,"Basic","Quarterly","250.00",30,1,3
"42034.0",40,"Female",26,7,1,23,"Basic","Quarterly","976.00",30,1,3
"42035.0",26,"Female",50,16,6,11,"Basic","Monthly","569.00",25,1,3
"42039.0",43,"Male",11,26,8,27,"Standard","Quarterly","809.00",24,1,3
"42040.0",59,"Female",23,2,1,19,"Premium","Quarterly","744.00",21,1,3
"42048.0",38,"Male",7,7,8,28,"Premium","Quarterly","116.00",2,1,3
"42049.0",19,"Female",34,21,10,21,"Basic","Quarterly","785.00",22,1,3
"42050.0",19,"Male",6,30,6,18,"Basic","Annual","589.00",20,1,3
"42053.0",52,"Male",44,28,7,28,"Basic","Quarterly","730.00",23,1,3
"42061.0",36,"Male",18,25,0,24,"Premium","Monthly","228.00",16,1,3
"42062.0",49,"Female",36,15,10,15,"Standard","Annual","783.00",27,1,3
"42066.0",57,"Female",23,8,3,20,"Premium","Annual","398.00",16,1,3
"42072.0",32,"Female",18,9,4,24,"Basic","Quarterly","975.00",22,1,3
"42077.0",18,"Female",50,4,6,1,"Basic","Quarterly","702.00",24,1,3
"42084.0",45,"Female",45,10,10,11,"Premium","Quarterly","658.00",16,1,3
"42086.0",50,"Male",43,3,6,8,"Basic","Monthly","427.00",11,1,3
"42088.0",30,"Female",21,2,1,11,"Basic","Monthly","225.00",28,1,3
"42091.0",19,"Male",51,4,2,25,"Basic","Monthly","383.00",9,1,3
"42092.0",55,"Male",46,12,2,28,"Premium","Monthly","736.00",21,1,3
"42093.0",22,"Male",28,13,10,9,"Basic","Monthly","970.00",21,1,3
"42094.0",49,"Male",22,29,10,21,"Standard","Annual","640.00",26,1,3
"42104.0",30,"Male",47,6,7,6,"Premium","Annual","871.00",27,1,3
"42107.0",30,"Female",54,3,7,4,"Premium","Quarterly","210.00",22,1,3
"42111.0",52,"Female",29,28,8,11,"Basic","Monthly","668.00",22,1,3
"42115.0",43,"Female",20,30,6,28,"Standard","Annual","509.00",27,1,3
"42122.0",40,"Male",59,3,5,30,"Basic","Quarterly","711.00",12,1,3
"42123.0",23,"Female",54,4,8,13,"Basic","Annual","829.00",27,1,3
"42126.0",39,"Female",19,3,1,15,"Basic","Annual","344.00",24,1,3
"42127.0",49,"Male",10,15,9,24,"Premium","Annual","129.00",28,1,3
"42130.0",26,"Female",4,2,7,3,"Standard","Annual","101.00",18,1,3
"42131.0",41,"Male",37,3,5,17,"Premium","Quarterly","961.00",3,1,3
"42135.0",64,"Female",60,15,10,27,"Basic","Monthly","538.00",5,1,3
"42137.0",31,"Female",10,10,9,2,"Premium","Monthly","905.00",12,1,3
"42139.0",33,"Female",49,3,4,9,"Standard","Monthly","399.00",26,1,3
"42142.0",34,"Female",51,26,8,9,"Standard","Monthly","893.00",28,1,3
"42143.0",21,"Female",19,29,4,17,"Basic","Monthly","330.00",30,1,3
"42144.0",49,"Male",8,4,5,2,"Basic","Annual","473.00",22,1,3
"42145.0",32,"Female",38,29,7,13,"Standard","Monthly","244.00",16,1,3
"42146.0",24,"Female",57,2,8,23,"Standard","Quarterly","398.00",6,1,3
"42155.0",40,"Male",56,8,5,13,"Standard","Quarterly","635.00",28,1,3
"42160.0",46,"Female",17,2,3,16,"Basic","Quarterly","514.00",28,1,3
"42164.0",39,"Male",56,6,7,27,"Premium","Quarterly","594.00",9,1,3
"42171.0",28,"Female",49,21,5,29,"Premium","Quarterly","624.00",16,1,3
"42172.0",55,"Female",4,3,0,9,"Premium","Monthly","600.00",26,1,3
"42173.0",50,"Male",57,21,6,28,"Standard","Monthly","367.00",9,1,3
"42180.0",40,"Male",55,5,10,9,"Standard","Annual","780.00",16,1,3
"42187.0",19,"Female",42,13,3,26,"Standard","Monthly","758.00",23,1,3
"42188.0",35,"Female",8,3,1,18,"Standard","Annual","963.00",18,1,3
"42192.0",18,"Female",35,25,7,30,"Basic","Monthly","266.00",8,1,3
"42193.0",26,"Male",59,23,7,20,"Basic","Annual","816.00",17,1,3
"42197.0",29,"Female",41,25,5,10,"Standard","Monthly","218.00",24,1,3
"42201.0",38,"Female",18,24,2,18,"Standard","Monthly","713.00",16,1,3
"42202.0",56,"Female",47,6,5,30,"Premium","Quarterly","573.00",11,1,3
"42216.0",65,"Female",42,7,0,26,"Standard","Quarterly","299.00",26,1,3
"42224.0",29,"Male",31,12,6,25,"Standard","Annual","660.00",20,1,3
"42230.0",45,"Male",48,29,7,15,"Premium","Quarterly","246.00",16,1,3
"42232.0",46,"Male",4,3,8,4,"Basic","Quarterly","685.00",29,1,3
"42236.0",22,"Male",44,7,1,29,"Standard","Annual","733.00",30,1,3
"42237.0",18,"Female",21,4,8,21,"Premium","Quarterly","799.00",5,1,3
"42239.0",62,"Female",17,5,7,27,"Basic","Annual","726.00",7,1,3
"42240.0",26,"Male",24,9,7,12,"Basic","Quarterly","970.00",28,1,3
"42241.0",53,"Male",16,13,4,17,"Premium","Monthly","119.00",18,1,3
"42251.0",45,"Female",26,13,10,22,"Basic","Quarterly","618.00",18,1,3
"42254.0",39,"Male",30,23,7,15,"Premium","Quarterly","790.00",27,1,3
"42256.0",61,"Male",21,20,5,23,"Premium","Annual","798.00",19,1,3
"42257.0",45,"Female",37,4,6,17,"Premium","Annual","312.00",7,1,3
"42259.0",43,"Male",24,15,7,22,"Premium","Annual","947.00",26,1,3
"42265.0",39,"Female",1,1,0,22,"Standard","Annual","469.00",23,1,3
"42266.0",36,"Female",25,2,10,11,"Premium","Quarterly","599.00",20,1,3
"42267.0",26,"Female",34,3,6,25,"Basic","Quarterly","306.00",11,1,3
"42269.0",21,"Female",8,22,10,16,"Basic","Annual","456.00",24,1,3
"42273.0",25,"Male",14,13,5,27,"Standard","Quarterly","536.00",27,1,3
"42274.0",47,"Male",6,15,10,24,"Premium","Quarterly","982.00",21,1,3
"42275.0",47,"Female",39,3,10,9,"Standard","Annual","190.00",23,1,3
"42277.0",23,"Male",32,22,10,13,"Premium","Monthly","366.00",20,1,3
"42280.0",38,"Female",51,23,1,19,"Standard","Monthly","558.00",25,1,3
"42282.0",57,"Female",8,5,0,27,"Basic","Monthly","914.00",2,1,3
"42287.0",20,"Female",25,16,8,21,"Standard","Annual","427.00",23,1,3
"42289.0",31,"Male",15,2,7,6,"Basic","Quarterly","996.00",22,1,3
"42292.0",29,"Male",55,11,10,20,"Basic","Annual","839.00",18,1,3
"42295.0",23,"Female",20,2,5,23,"Premium","Annual","173.00",6,1,3
"42297.0",59,"Male",55,2,1,28,"Standard","Quarterly","360.00",29,1,3
"42303.0",52,"Male",26,25,7,19,"Premium","Monthly","846.00",11,1,3
"42305.0",26,"Female",24,11,0,30,"Standard","Monthly","427.00",27,1,3
"42309.0",51,"Female",55,25,1,16,"Standard","Monthly","810.00",19,1,3
"42310.0",24,"Female",36,26,7,24,"Premium","Quarterly","232.00",22,1,3
"42312.0",46,"Male",43,11,8,26,"Standard","Annual","351.00",29,1,3
"42313.0",25,"Female",51,20,10,16,"Standard","Quarterly","803.00",18,1,3
"42314.0",58,"Female",56,14,10,21,"Standard","Monthly","583.00",4,1,3
"42316.0",56,"Male",14,1,7,2,"Basic","Quarterly","957.00",26,1,3
"42320.0",61,"Female",13,5,7,19,"Premium","Annual","106.00",9,1,3
"42322.0",23,"Female",28,24,6,24,"Standard","Quarterly","823.00",17,1,3
"42327.0",57,"Male",25,25,5,22,"Premium","Annual","978.00",29,1,3
"42328.0",55,"Male",39,26,10,28,"Premium","Annual","113.00",25,1,3
"42331.0",61,"Male",50,1,8,10,"Basic","Annual","215.00",21,1,3
"42340.0",58,"Male",47,8,8,11,"Premium","Monthly","445.00",2,1,3
"42343.0",62,"Female",46,19,8,21,"Standard","Quarterly","470.00",28,1,3
"42349.0",50,"Male",27,10,2,28,"Standard","Monthly","656.00",6,1,3
"42359.0",62,"Female",12,22,1,20,"Basic","Monthly","376.00",21,1,3
"42362.0",47,"Male",14,14,6,0,"Premium","Monthly","158.00",28,1,3
"42363.0",19,"Male",44,10,9,7,"Basic","Quarterly","225.00",22,1,3
"42364.0",65,"Female",37,6,7,11,"Premium","Monthly","578.00",11,1,3
"42367.0",33,"Male",12,30,6,15,"Standard","Monthly","892.00",12,1,3
"42368.0",64,"Male",44,4,4,12,"Standard","Monthly","895.00",24,1,3
"42370.0",58,"Female",55,16,9,12,"Standard","Monthly","539.00",28,1,3
"42374.0",48,"Male",52,4,4,9,"Standard","Monthly","366.00",18,1,3
"42375.0",60,"Female",54,29,1,29,"Basic","Monthly","809.00",30,1,3
"42383.0",44,"Male",39,26,2,24,"Standard","Monthly","957.00",28,1,3
"42385.0",37,"Male",30,5,5,0,"Premium","Annual","140.00",23,1,3
"42386.0",30,"Male",48,8,1,25,"Premium","Quarterly","106.00",26,1,3
"42388.0",23,"Male",23,4,4,18,"Basic","Monthly","900.00",3,1,3
"42389.0",49,"Male",28,1,4,22,"Premium","Annual","515.00",18,1,3
"42393.0",30,"Female",31,30,1,15,"Basic","Monthly","285.00",16,1,3
"42398.0",48,"Female",45,6,0,10,"Premium","Monthly","896.00",20,1,3
"42400.0",49,"Female",11,9,7,30,"Premium","Quarterly","538.00",5,1,3
"42403.0",55,"Male",23,7,8,15,"Premium","Quarterly","378.00",9,1,3
"42404.0",35,"Male",49,2,2,18,"Premium","Quarterly","144.00",29,1,3
"42408.0",29,"Female",52,7,10,6,"Basic","Quarterly","920.00",19,1,3
"42410.0",25,"Male",9,20,8,15,"Basic","Annual","960.00",19,1,3
"42412.0",46,"Male",54,11,10,22,"Standard","Annual","651.00",30,1,3
"42413.0",31,"Female",40,12,9,29,"Premium","Quarterly","225.00",16,1,3
"42414.0",49,"Male",30,25,7,25,"Premium","Monthly","806.00",3,1,3
"42415.0",56,"Male",29,8,1,21,"Premium","Monthly","477.00",10,1,3
"42423.0",26,"Female",16,9,5,24,"Premium","Quarterly","738.00",12,1,3
"42429.0",39,"Male",44,8,9,13,"Basic","Annual","689.00",26,1,3
"42430.0",19,"Female",26,3,1,25,"Premium","Monthly","715.00",12,1,3
"42434.0",30,"Female",42,18,9,19,"Premium","Annual","327.00",16,1,3
"42439.0",41,"Female",26,28,9,17,"Basic","Annual","791.00",24,1,3
"42441.0",53,"Male",38,1,9,21,"Basic","Annual","396.00",1,1,3
"42444.0",27,"Female",6,19,9,21,"Basic","Annual","522.00",22,1,3
"42458.0",33,"Female",33,10,5,30,"Premium","Annual","665.00",8,1,3
"42461.0",42,"Female",25,30,6,18,"Standard","Annual","260.00",30,1,3
"42465.0",61,"Female",5,7,4,15,"Premium","Annual","938.00",27,1,3
"42467.0",54,"Female",14,22,8,22,"Basic","Monthly","727.00",4,1,3
"42470.0",28,"Male",33,16,6,7,"Premium","Monthly","525.00",25,1,3
"42474.0",52,"Female",27,19,9,15,"Basic","Quarterly","869.00",20,1,3
"42478.0",45,"Female",39,29,6,14,"Basic","Monthly","508.00",16,1,3
"42479.0",54,"Female",12,11,10,15,"Premium","Monthly","420.00",6,1,3
"42483.0",62,"Female",34,23,6,16,"Standard","Annual","705.00",16,1,3
"42484.0",43,"Male",16,3,4,17,"Standard","Monthly","693.00",14,1,3
"42486.0",59,"Male",27,21,7,27,"Premium","Monthly","264.00",2,1,3
"42488.0",54,"Female",43,17,4,21,"Premium","Monthly","857.00",26,1,3
"42494.0",43,"Male",12,11,1,23,"Standard","Monthly","393.00",18,1,3
"42496.0",59,"Male",22,13,8,15,"Standard","Annual","654.00",28,1,3
"42501.0",54,"Male",40,10,2,21,"Basic","Annual","859.00",20,1,3
"42505.0",28,"Female",30,12,8,18,"Basic","Annual","369.00",21,1,3
"42506.0",19,"Female",15,9,5,5,"Premium","Quarterly","886.00",20,1,3
"42507.0",38,"Male",49,27,7,21,"Standard","Annual","695.00",18,1,3
"42526.0",52,"Female",25,3,4,1,"Premium","Monthly","515.00",19,1,3
"42531.0",51,"Male",18,12,3,19,"Premium","Monthly","244.00",30,1,3
"42537.0",34,"Male",9,7,8,25,"Standard","Annual","538.00",1,1,3
"42538.0",60,"Male",27,27,9,15,"Basic","Monthly","712.00",10,1,3
"42540.0",33,"Male",13,23,9,30,"Premium","Annual","960.00",22,1,3
"42541.0",38,"Male",15,1,2,27,"Premium","Monthly","581.00",14,1,3
"42545.0",39,"Male",21,1,5,29,"Premium","Quarterly","384.00",10,1,3
"42548.0",30,"Male",14,10,10,7,"Standard","Quarterly","351.00",16,1,3
"42558.0",37,"Male",31,10,3,20,"Premium","Quarterly","169.00",24,1,3
"42559.0",40,"Male",27,25,7,2,"Basic","Monthly","983.00",16,1,3
"42560.0",36,"Female",44,28,7,28,"Standard","Monthly","642.00",8,1,3
"42562.0",65,"Female",17,2,10,12,"Basic","Annual","519.00",24,1,3
"42564.0",24,"Female",23,24,0,23,"Standard","Monthly","647.00",17,1,3
"42568.0",26,"Male",40,20,10,17,"Basic","Monthly","239.00",11,1,3
"42573.0",39,"Female",6,7,4,3,"Basic","Monthly","656.00",20,1,3
"42577.0",53,"Male",50,6,6,0,"Premium","Monthly","362.00",5,1,3
"42578.0",50,"Male",57,5,10,10,"Basic","Monthly","784.00",5,1,3
"42582.0",64,"Female",36,24,8,28,"Standard","Monthly","388.00",2,1,3
"42587.0",42,"Female",60,23,8,26,"Basic","Monthly","548.00",13,1,3
"42589.0",24,"Female",7,30,5,20,"Premium","Monthly","454.00",5,1,3
"42595.0",64,"Male",43,5,1,1,"Premium","Monthly","182.00",19,1,3
"42605.0",36,"Female",45,18,8,28,"Basic","Monthly","347.00",15,1,3
"42606.0",47,"Male",32,26,7,26,"Basic","Quarterly","327.00",21,1,3
"42607.0",38,"Male",9,2,8,10,"Standard","Monthly","334.00",11,1,3
"42617.0",29,"Female",2,6,10,15,"Basic","Annual","589.00",7,1,3
"42618.0",30,"Female",30,14,9,16,"Standard","Annual","410.00",25,1,3
"42619.0",24,"Male",34,1,6,28,"Basic","Annual","761.00",14,1,3
"42620.0",54,"Male",39,3,1,19,"Standard","Monthly","209.00",13,1,3
"42625.0",45,"Female",21,2,9,11,"Standard","Quarterly","981.00",26,1,3
"42630.0",33,"Male",23,17,7,29,"Premium","Quarterly","258.00",26,1,3
"42634.0",47,"Male",26,18,10,15,"Standard","Annual","347.00",28,1,3
"42635.0",53,"Female",2,5,5,11,"Standard","Annual","197.00",25,1,3
"42638.0",25,"Female",2,21,10,24,"Standard","Monthly","496.00",13,1,3
"42643.0",29,"Male",32,1,7,3,"Premium","Annual","388.00",17,1,3
"42647.0",60,"Female",12,12,8,3,"Standard","Monthly","569.00",16,1,3
"42652.0",55,"Female",45,7,9,12,"Standard","Quarterly","196.00",22,1,3
"42659.0",35,"Female",8,20,7,16,"Standard","Quarterly","536.00",29,1,3
"42668.0",28,"Female",45,4,9,5,"Standard","Monthly","241.00",13,1,3
"42669.0",51,"Female",55,18,8,10,"Premium","Monthly","404.00",24,1,3
"42670.0",32,"Male",27,14,9,22,"Premium","Annual","307.00",25,1,3
"42672.0",29,"Female",33,2,5,3,"Premium","Annual","866.00",26,1,3
"42674.0",55,"Female",1,27,9,11,"Standard","Monthly","329.00",21,1,3
"42678.0",30,"Male",39,10,0,23,"Premium","Quarterly","347.00",30,1,3
"42681.0",44,"Male",13,18,8,0,"Premium","Monthly","320.00",30,1,3
"42685.0",46,"Female",52,13,8,26,"Basic","Annual","617.00",16,1,3
"42689.0",26,"Male",57,27,7,18,"Basic","Quarterly","275.00",18,1,3
"42693.0",51,"Female",14,27,7,30,"Standard","Quarterly","829.00",22,1,3
"42694.0",53,"Male",18,28,8,23,"Basic","Annual","292.00",27,1,3
"42706.0",45,"Male",60,2,1,19,"Basic","Monthly","708.00",9,1,3
"42715.0",42,"Male",51,22,5,6,"Premium","Monthly","883.00",29,1,3
"42716.0",30,"Male",26,5,9,12,"Basic","Annual","546.00",16,1,3
"42718.0",58,"Male",17,8,8,17,"Basic","Quarterly","396.00",3,1,3
"42719.0",23,"Female",23,22,4,15,"Premium","Monthly","459.00",19,1,3
"42720.0",54,"Male",45,11,7,14,"Standard","Monthly","529.00",29,1,3
"42721.0",54,"Male",45,2,2,25,"Premium","Annual","928.00",25,1,3
"42724.0",48,"Female",28,14,10,23,"Standard","Monthly","790.00",10,1,3
"42727.0",32,"Male",42,23,5,7,"Standard","Monthly","237.00",24,1,3
"42729.0",20,"Female",6,8,3,17,"Basic","Annual","624.00",20,1,3
"42732.0",44,"Female",36,6,2,29,"Standard","Annual","494.00",29,1,3
"42735.0",48,"Female",9,27,8,30,"Standard","Annual","362.00",28,1,3
"42736.0",61,"Female",24,5,5,14,"Basic","Monthly","603.00",12,1,3
"42737.0",24,"Female",30,21,9,28,"Standard","Quarterly","387.00",16,1,3
"42738.0",65,"Male",27,30,5,28,"Basic","Quarterly","204.00",23,1,3
"42749.0",30,"Female",6,1,0,28,"Basic","Monthly","384.00",9,1,3
"42755.0",22,"Male",54,29,5,16,"Premium","Monthly","396.00",9,1,3
"42761.0",42,"Male",38,2,7,13,"Premium","Annual","282.00",27,1,3
"42762.0",44,"Male",47,9,2,2,"Standard","Monthly","257.00",21,1,3
"42764.0",39,"Female",60,6,0,25,"Standard","Monthly","785.00",9,1,3
"42765.0",32,"Female",23,12,8,21,"Basic","Monthly","355.00",13,1,3
"42766.0",43,"Male",11,28,8,23,"Premium","Quarterly","826.00",28,1,3
"42770.0",46,"Male",32,24,0,22,"Basic","Monthly","667.00",27,1,3
"42774.0",32,"Male",30,20,6,22,"Premium","Quarterly","144.00",24,1,3
"42778.0",56,"Male",46,16,5,19,"Standard","Monthly","601.00",4,1,3
"42780.0",51,"Male",7,2,9,23,"Basic","Quarterly","119.00",7,1,3
"42782.0",38,"Female",2,7,6,2,"Premium","Annual","558.00",29,1,3
"42784.0",40,"Female",11,22,8,5,"Premium","Monthly","644.00",28,1,3
"42785.0",36,"Male",21,6,5,29,"Premium","Annual","597.00",5,1,3
"42786.0",55,"Female",52,6,7,21,"Standard","Annual","169.00",7,1,3
"42788.0",59,"Female",33,8,9,19,"Premium","Annual","988.00",15,1,3
"42793.0",37,"Male",46,10,2,29,"Standard","Quarterly","810.00",21,1,3
"42796.0",30,"Male",12,19,10,24,"Basic","Annual","963.00",28,1,3
"42799.0",26,"Female",8,4,9,22,"Premium","Annual","226.00",5,1,3
"42801.0",52,"Female",52,15,10,21,"Basic","Monthly","692.00",4,1,3
"42802.0",39,"Male",15,8,5,4,"Premium","Monthly","548.00",10,1,3
"42812.0",45,"Female",15,3,10,13,"Standard","Quarterly","758.00",29,1,3
"42813.0",33,"Male",56,19,7,12,"Premium","Monthly","542.00",16,1,3
"42817.0",44,"Female",58,17,5,0,"Basic","Monthly","294.00",20,1,3
"42819.0",65,"Male",49,28,5,29,"Basic","Annual","415.00",21,1,3
"42820.0",63,"Female",35,20,10,3,"Standard","Monthly","356.00",27,1,3
"42828.0",44,"Male",41,21,9,19,"Premium","Monthly","163.00",5,1,3
"42837.0",44,"Male",54,8,6,17,"Standard","Quarterly","680.00",8,1,3
"42842.0",39,"Female",22,13,7,28,"Standard","Monthly","162.00",9,1,3
"42845.0",55,"Male",8,5,0,15,"Premium","Annual","124.00",20,1,3
"42850.0",64,"Female",35,3,0,27,"Basic","Monthly","904.00",14,1,3
"42852.0",48,"Male",12,9,1,25,"Basic","Annual","957.00",25,1,3
"42855.0",46,"Female",56,8,2,19,"Standard","Quarterly","782.00",28,1,3
"42864.0",27,"Male",58,11,10,4,"Standard","Monthly","251.00",28,1,3
"42866.0",21,"Male",38,6,7,6,"Standard","Annual","265.00",29,1,3
"42867.0",41,"Female",58,3,10,11,"Premium","Quarterly","186.00",27,1,3
"42870.0",62,"Male",14,6,9,0,"Premium","Monthly","809.00",10,1,3
"42871.0",24,"Female",44,28,9,20,"Basic","Quarterly","812.00",16,1,3
"42873.0",40,"Female",6,24,5,23,"Standard","Monthly","893.00",2,1,3
"42881.0",46,"Female",47,15,6,23,"Basic","Quarterly","158.00",24,1,3
"42884.0",42,"Male",60,19,0,15,"Premium","Monthly","995.00",23,1,3
"42886.0",60,"Male",34,6,0,23,"Premium","Quarterly","755.00",24,1,3
"42897.0",48,"Male",60,1,5,5,"Standard","Annual","276.00",18,1,3
"42902.0",64,"Male",24,6,4,19,"Premium","Monthly","143.00",1,1,3
"42907.0",46,"Male",57,14,9,28,"Premium","Monthly","444.00",9,1,3
"42915.0",22,"Male",50,27,10,28,"Basic","Quarterly","507.00",24,1,3
"42916.0",35,"Female",35,5,3,26,"Basic","Quarterly","398.00",28,1,3
"42920.0",48,"Male",5,4,1,17,"Basic","Quarterly","793.00",17,1,3
